timestamp,order_id,symbol,entity_name,side,quantity,price,strategy,outcome,reason,market,session_phase,equity,cash,day_pnl_pct,execution_mode
2026-07-31T13:57:16+00:00,717b4c1a2540450d92f660f221d9aad8,PANW,,buy,11.240258584247258,330.23,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T13:57:16+00:00,717b4c1a2540450d92f660f221d9aad8,PANW,"Palo Alto Networks, Inc.",buy,11.240258584247258,330.23,swing,blocked,session phase 'Opening Volatility' is not eligible for unattended execution,US,Opening Volatility,100660.53,100660.53,0.0,auto
2026-07-31T13:57:17+00:00,b97e4c47d06e412da4dfd14b43fbb281,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.23 is 13.6% of the $133.69 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T13:57:18+00:00,8637f93235d649e1a7d70c94201a3b60,CSCO,,buy,43.693258963451704,115.19,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T13:57:18+00:00,8637f93235d649e1a7d70c94201a3b60,CSCO,"Cisco Systems, Inc.",buy,43.693258963451704,115.19,swing,blocked,session phase 'Opening Volatility' is not eligible for unattended execution,US,Opening Volatility,100660.53,100660.53,0.0,auto
2026-07-31T13:57:19+00:00,2f94e7f7d466466fadf597272f5eef2a,CRWD,,buy,16.920910074668857,189.01,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T13:57:20+00:00,2f94e7f7d466466fadf597272f5eef2a,CRWD,"CrowdStrike Holdings, Inc.",buy,16.920910074668857,189.01,swing,blocked,session phase 'Opening Volatility' is not eligible for unattended execution,US,Opening Volatility,100660.53,100660.53,0.0,auto
2026-07-31T14:04:11+00:00,717b4c1a2540450d92f660f221d9aad8,PANW,operator (blotter),buy,11.240258584247258,330.23,swing,rejected_by_operator,rejected via blotter,,,,,,auto
2026-07-31T14:04:11+00:00,8637f93235d649e1a7d70c94201a3b60,CSCO,operator (blotter),buy,43.693258963451704,115.19,swing,rejected_by_operator,rejected via blotter,,,,,,auto
2026-07-31T14:04:11+00:00,2f94e7f7d466466fadf597272f5eef2a,CRWD,operator (blotter),buy,16.920910074668857,189.01,swing,rejected_by_operator,rejected via blotter,,,,,,auto
2026-07-31T14:04:18+00:00,ed8b2ab7e4394fda85fd2b1046f62418,CSCO,,buy,43.77877180011309,114.965,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T14:04:19+00:00,ed8b2ab7e4394fda85fd2b1046f62418,CSCO,"Cisco Systems, Inc.",buy,43.77877180011309,,swing,blocked,evaluation raised - left pending for human sign-off,,,,,,auto
2026-07-31T14:04:20+00:00,f5fd9e7d49f94b72b272cc14d8f37943,PANW,,buy,11.240258584247258,327.35,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T14:04:20+00:00,f5fd9e7d49f94b72b272cc14d8f37943,PANW,"Palo Alto Networks, Inc.",buy,11.240258584247258,,swing,blocked,evaluation raised - left pending for human sign-off,,,,,,auto
2026-07-31T14:04:21+00:00,6c4f8a0380d046a08400d72d90461bb7,CRWD,,buy,16.920910074668857,187.32,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T14:04:22+00:00,6c4f8a0380d046a08400d72d90461bb7,CRWD,"CrowdStrike Holdings, Inc.",buy,16.920910074668857,,swing,blocked,evaluation raised - left pending for human sign-off,,,,,,auto
2026-07-31T14:05:18+00:00,bebb2d2d30194ee99f1b2a2bb42d2cae,CSCO,,buy,43.83787562059055,114.81,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T14:05:19+00:00,bebb2d2d30194ee99f1b2a2bb42d2cae,CSCO,"Cisco Systems, Inc.",buy,43.83787562059055,,swing,blocked,evaluation raised - left pending for human sign-off,,,,,,auto
2026-07-31T14:06:18+00:00,530a7f43b5594f109a8a3a08f425c053,CSCO,,buy,43.80925708317014,114.885,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T14:06:19+00:00,530a7f43b5594f109a8a3a08f425c053,CSCO,"Cisco Systems, Inc.",buy,43.80925708317014,,swing,blocked,evaluation raised - left pending for human sign-off,,,,,,auto
2026-07-31T14:06:20+00:00,a061c56195be4f07a9d7a219e566a9c7,PANW,,buy,11.240258584247258,326.83,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T14:06:21+00:00,a061c56195be4f07a9d7a219e566a9c7,PANW,"Palo Alto Networks, Inc.",buy,11.240258584247258,,swing,blocked,evaluation raised - left pending for human sign-off,,,,,,auto
2026-07-31T14:07:19+00:00,0f19463584db4b55b807777c8259c7d6,CSCO,,buy,43.91629073775142,114.605,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T14:07:19+00:00,0f19463584db4b55b807777c8259c7d6,CSCO,"Cisco Systems, Inc.",buy,43.91629073775142,,swing,blocked,evaluation raised - left pending for human sign-off,,,,,,auto
2026-07-31T14:08:19+00:00,bb2c14f156e044bba3ef2f35af1bb101,CSCO,,buy,43.891397052411286,114.67,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T14:08:19+00:00,bb2c14f156e044bba3ef2f35af1bb101,CSCO,"Cisco Systems, Inc.",buy,43.891397052411286,,swing,blocked,evaluation raised - left pending for human sign-off,,,,,,auto
2026-07-31T14:09:19+00:00,16eadb022312416a9d5e3e3a65abf825,CSCO,,buy,44.00267966427699,114.38,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T14:09:20+00:00,16eadb022312416a9d5e3e3a65abf825,CSCO,"Cisco Systems, Inc.",buy,44.00267966427699,,swing,blocked,evaluation raised - left pending for human sign-off,,,,,,auto
2026-07-31T14:10:20+00:00,4c399559a7254a42a63234756bd21651,CSCO,,buy,44.05274835886216,114.25,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T14:10:20+00:00,4c399559a7254a42a63234756bd21651,CSCO,"Cisco Systems, Inc.",buy,44.05274835886216,,swing,blocked,evaluation raised - left pending for human sign-off,,,,,,auto
2026-07-31T14:11:20+00:00,a4e0579a06414b1c8f1f4bdf82496c3a,CSCO,,buy,43.971924689848,114.46,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T14:11:21+00:00,a4e0579a06414b1c8f1f4bdf82496c3a,CSCO,"Cisco Systems, Inc.",buy,43.971924689848,,swing,blocked,evaluation raised - left pending for human sign-off,,,,,,auto
2026-07-31T14:12:20+00:00,97f0090778e14c3aa934e84b3e0fd77d,CSCO,,buy,44.0007562180356,114.385,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T14:12:20+00:00,97f0090778e14c3aa934e84b3e0fd77d,CSCO,"Cisco Systems, Inc.",buy,44.0007562180356,,swing,blocked,evaluation raised - left pending for human sign-off,,,,,,auto
2026-07-31T14:13:20+00:00,1c6d638e58204f34b77956125cd33ae9,CSCO,,buy,44.02962557956436,114.31,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T14:13:21+00:00,1c6d638e58204f34b77956125cd33ae9,CSCO,"Cisco Systems, Inc.",buy,44.02962557956436,,swing,blocked,evaluation raised - left pending for human sign-off,,,,,,auto
2026-07-31T14:14:20+00:00,35b12feddce149b1975292006ff5ce80,CSCO,,buy,44.05660451680674,114.24,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T14:14:21+00:00,35b12feddce149b1975292006ff5ce80,CSCO,"Cisco Systems, Inc.",buy,44.05660451680674,,swing,blocked,evaluation raised - left pending for human sign-off,,,,,,auto
2026-07-31T14:19:17+00:00,0f0f7572b01a4de1b05c5f6d19a989af,CSCO,,buy,44.0,114.38,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T14:19:18+00:00,24e2f4db-49ff-484b-aa31-71dd01f5043f,CSCO,autonomous-executor,buy,44.0,114.38,swing,signed_off,transmitted to the broker,,,,,,auto
2026-07-31T14:19:18+00:00,24e2f4db-49ff-484b-aa31-71dd01f5043f,CSCO,"Cisco Systems, Inc.",buy,44.0,114.38,swing,auto_signed,all autonomy preconditions met,US,Morning Trend,100660.53,100660.53,0.0,auto
2026-07-31T14:28:12+00:00,31ac77f18883494b8dd2c28299acebf4,UNP,,buy,17.0,290.645,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T14:28:13+00:00,d44a53c6-8a56-4d1b-8098-eea7c56b9a71,UNP,autonomous-executor,buy,17.0,290.645,swing,signed_off,transmitted to the broker,,,,,,auto
2026-07-31T14:28:13+00:00,d44a53c6-8a56-4d1b-8098-eea7c56b9a71,UNP,Union Pacific Corporation,buy,17.0,290.645,swing,auto_signed,all autonomy preconditions met,US,Morning Trend,100656.35,95627.37,-4.152571022617321e-05,auto
2026-07-31T14:52:17+00:00,1912de61a6ba4cc2b4c117ab264bfa6d,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.23 is 13.2% of the $138.62 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T14:53:17+00:00,dce84460a0704698b62605e1e9a468ab,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.23 is 13.2% of the $138.58 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T14:54:18+00:00,b5e1302fbd214736a5dbd9234092bf56,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.23 is 13.2% of the $138.62 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T14:57:18+00:00,c3dabddb713d4a67aa6bb145e53b5a28,WFC,,buy,58.0,85.94,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T14:57:19+00:00,679fc68a-e96e-4c43-8709-e7379d8eb178,WFC,autonomous-executor,buy,58.0,85.94,swing,signed_off,transmitted to the broker,,,,,,auto
2026-07-31T14:57:19+00:00,679fc68a-e96e-4c43-8709-e7379d8eb178,WFC,Wells Fargo & Company,buy,58.0,85.94,swing,auto_signed,all autonomy preconditions met,US,Morning Trend,100661.89,90685.98,1.3510757394189977e-05,auto
2026-07-31T15:05:20+00:00,93c9f3467e0446ed86fbebc86bfb141a,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.23 is 13.2% of the $138.59 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T15:05:21+00:00,29bc58c22684450f81c7477313d759c1,CRWD,,buy,16.0,187.28,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T15:05:22+00:00,bfda075a-73d7-47d8-8060-11c3b62f0229,CRWD,autonomous-executor,buy,16.0,187.28,swing,signed_off,transmitted to the broker,,,,,,auto
2026-07-31T15:05:22+00:00,bfda075a-73d7-47d8-8060-11c3b62f0229,CRWD,"CrowdStrike Holdings, Inc.",buy,16.0,187.28,swing,auto_signed,all autonomy preconditions met,US,Morning Trend,100662.33,85700.88,1.7881884786449172e-05,auto
2026-07-31T15:08:20+00:00,befa7e80d1af49a99148ddb467aece97,JNJ,,buy,19.0,256.43,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T15:08:21+00:00,4910425a-00a8-43b3-9101-e88b477315df,JNJ,autonomous-executor,buy,19.0,256.43,swing,signed_off,transmitted to the broker,,,,,,auto
2026-07-31T15:08:21+00:00,4910425a-00a8-43b3-9101-e88b477315df,JNJ,Johnson & Johnson,buy,19.0,256.43,swing,auto_signed,all autonomy preconditions met,US,Morning Trend,100646.2,82702.48,-0.0001423596716607964,auto
2026-07-31T15:12:21+00:00,0d67b5fe6eb44fa692fd934a8e560ea4,CVS,,buy,47.0,105.475,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T15:12:22+00:00,2e7bf461-8551-4cfa-b71e-68d992ab0d7e,CVS,autonomous-executor,buy,47.0,105.475,swing,signed_off,transmitted to the broker,,,,,,auto
2026-07-31T15:12:22+00:00,2e7bf461-8551-4cfa-b71e-68d992ab0d7e,CVS,CVS Health Corporation,buy,47.0,105.475,swing,auto_signed,all autonomy preconditions met,US,Morning Trend,100671.84,77828.98,0.0001123578427413175,auto
2026-07-31T15:39:28+00:00,3931658ff04748d18a8828727bf24f90,PANW,,buy,10.0,327.185,swing,proposed,awaiting sign-off,,,,,,auto
2026-07-31T15:39:28+00:00,3931658ff04748d18a8828727bf24f90,PANW,"Palo Alto Networks, Inc.",buy,10.0,327.185,swing,blocked,session phase 'Midday Lull' is not eligible for unattended execution,US,Midday Lull,100784.14,72870.95,0.0012279887658052325,auto
2026-07-31T15:54:32+00:00,91867b17d95b432d8cc52e9ece7a5d75,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.1% of the $138.75 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T15:55:32+00:00,ce9d3c18f23e437c899ccce85d89c318,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.1% of the $138.73 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T15:56:32+00:00,8accc6d5e64447578cb27d188582e1e4,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.1% of the $138.74 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T15:57:32+00:00,e1387d8d117547b388423cc53859bb27,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.1% of the $138.72 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T15:58:32+00:00,450281c79086454398d01a4e1034cf4d,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.2% of the $138.67 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T15:59:33+00:00,a9f59ed08e444687a470e2a900cddf2b,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.1% of the $138.75 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T16:00:33+00:00,7449c42736654e0c90b98ca27a79f9bf,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.1% of the $138.73 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T16:01:33+00:00,a9f8a7f2647247f9b84a88e42f059b86,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.2% of the $138.64 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T16:02:33+00:00,59ed48fba08d4a7bb7f4c2a942eb49ad,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.2% of the $138.66 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T16:03:33+00:00,e7f80250f9b341068ddf5cc2188681b1,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.2% of the $138.66 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T16:04:34+00:00,edb976094a9f4946ad2a38058a76a27e,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.2% of the $138.64 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T16:05:34+00:00,269d6dde520044b2b8c6be6b19bb4908,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.2% of the $138.64 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T16:06:34+00:00,b3dfe3e7a2df49279d7d93e1abd1af81,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.1% of the $138.73 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T16:07:34+00:00,c642c5a94c084700b175e88994613bd0,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.1% of the $138.75 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T16:08:35+00:00,da272d5154f54eabab7f5fe26130e85c,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.1% of the $138.75 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T16:09:35+00:00,32540cbe43754d0e82e3d3ba9b73f7eb,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.1% of the $138.72 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T16:10:35+00:00,15925ba9fa6240deb334f3b2ac07cc50,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.2% of the $138.69 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T16:11:35+00:00,7243bb59abdf4f2dbd1c6d89a9668760,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.2% of the $138.68 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T16:12:35+00:00,f8fae81af4b64543903683b84fd4592e,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.2% of the $138.68 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T16:13:36+00:00,d9e15dc98aa0423891ddd7c7088ab0de,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.2% of the $138.66 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T16:14:36+00:00,0af1c192290e4ca8ac830fe9df161cd9,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.2% of the $138.64 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T16:15:36+00:00,5e52d073639b4b93a2d1060f3cdd417f,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.2% of the $138.62 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T16:16:36+00:00,2f5639eb2b4e4931b80c9b65a6352710,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.2% of the $138.69 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T16:17:36+00:00,02276a5a8bbb45ffaee279f1f9aeb9e1,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.2% of the $138.67 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
2026-07-31T16:18:37+00:00,1b056ab8bd094aea9007f97133929a22,SPY,,buy,0.0,,swing,rejected,"Round-trip cost $18.24 is 13.2% of the $138.68 at risk, above the 10.0% limit - the trade is too small to carry its fees",,,,,,auto
